index,evt_id,evt_lon,evt_lat,sta_id,sta_lon,sta_lat,vel,dist
   140,     1,-119.040,  36.913,   106,-119.451,  38.523,   3.230, 182.350
   141,     1,-119.040,  36.913,   107,-120.936,  38.257,   3.320, 224.350
   142,     1,-119.040,  36.913,   108,-119.849,  37.882,   3.270, 129.230
   143,     1,-119.040,  36.913,   109,-118.171,  37.499,   3.150, 100.940
   144,     1,-119.040,  36.913,   110,-119.047,  38.089,   3.130, 130.580
   145,     1,-119.040,  36.913,   111,-120.330,  37.346,   3.280, 124.300
   146,     1,-119.040,  36.913,   112,-119.709,  37.007,   3.160,  60.500
   147,     1,-119.040,  36.913,   114,-121.786,  39.229,   3.310, 352.410
   148,     1,-119.040,  36.913,   115,-119.835,  40.748,   3.100, 431.450
   149,     1,-119.040,  36.913,   116,-118.971,  40.780,   3.070, 429.420
   150,     1,-119.040,  36.913,   117,-118.134,  40.781,   3.050, 436.670
   151,     1,-119.040,  36.913,   118,-118.877,  40.161,   3.050, 360.980
   152,     1,-119.040,  36.913,   119,-118.155,  40.290,   3.020, 382.850
   153,     1,-119.040,  36.913,   120,-118.889,  39.540,   3.060, 291.970
   154,     1,-119.040,  36.913,   121,-118.080,  39.695,   3.040, 320.060
   155,     1,-119.040,  36.913,   122,-117.932,  38.861,   3.080, 237.210
   156,     1,-119.040,  36.913,   123,-118.106,  38.349,   3.140, 179.470
   157,     1,-119.040,  36.913,   147,-122.014,  38.633,   3.080, 324.290
   158,     1,-119.040,  36.913,   148,-121.328,  37.505,   3.060, 213.480
   159,     1,-119.040,  36.913,   145,-120.674,  36.895,   2.960, 145.630
   160,     1,-119.040,  36.913,   146,-120.121,  36.336,   2.740, 115.950
   161,     2,-118.774,  37.140,     4,-118.255,  37.350,   2.960,  51.630
   162,     2,-118.774,  37.140,     5,-119.513,  36.820,   3.290,  74.740
   163,     2,-118.774,  37.140,     6,-119.360,  37.011,   3.240,  54.050
   164,     2,-118.774,  37.140,    10,-118.487,  37.572,   3.280,  54.280
   165,     2,-118.774,  37.140,    11,-118.352,  37.660,   3.010,  68.820
   166,     2,-118.774,  37.140,    14,-118.647,  37.683,   3.090,  61.380
   167,     2,-118.774,  37.140,    15,-118.546,  37.817,   3.090,  77.840
   168,     2,-118.774,  37.140,    16,-118.353,  38.051,   3.070, 107.840
   169,     2,-118.774,  37.140,    17,-119.578,  37.246,   3.250,  72.380
   170,     2,-118.774,  37.140,    18,-119.484,  37.413,   3.270,  69.920
   171,     2,-118.774,  37.140,    19,-119.279,  37.500,   3.060,  60.050
   172,     2,-118.774,  37.140,    20,-119.083,  37.683,   3.290,  66.170
   173,     2,-118.774,  37.140,    21,-118.902,  37.783,   2.940,  72.350
   174,     2,-118.774,  37.140,    22,-118.729,  37.980,   3.020,  93.370
   175,     2,-118.774,  37.140,    23,-118.558,  38.169,   3.050, 115.870
   176,     2,-118.774,  37.140,    24,-120.058,  37.253,   3.260, 114.690
   177,     2,-118.774,  37.140,    25,-119.815,  37.343,   3.290,  95.040
   178,     2,-118.774,  37.140,    26,-119.675,  37.514,   3.250,  89.990
   179,     2,-118.774,  37.140,    27,-119.513,  37.736,   3.230,  93.000
   180,     2,-118.774,  37.140,    28,-119.332,  37.880,   3.300,  95.830
   181,     2,-118.774,  37.140,    30,-118.967,  38.143,   3.000, 112.710
   182,     2,-118.774,  37.140,    31,-120.005,  37.588,   3.260, 119.840
   183,     2,-118.774,  37.140,    32,-119.807,  37.723,   3.230, 111.990
   184,     2,-118.774,  37.140,    33,-119.647,  37.865,   3.190, 111.550
   185,     2,-118.774,  37.140,    34,-119.511,  38.000,   3.290, 115.590
   186,     2,-118.774,  37.140,    36,-119.148,  38.283,   3.010, 131.100
   187,     2,-118.774,  37.140,    37,-120.404,  37.642,   3.300, 154.720
   188,     2,-118.774,  37.140,    38,-120.112,  37.823,   3.280, 140.550
   189,     2,-118.774,  37.140,    39,-119.932,  37.985,   3.220, 138.840
   190,     2,-118.774,  37.140,    40,-119.697,  38.128,   3.270, 136.650
   191,     2,-118.774,  37.140,    41,-119.514,  38.362,   3.240, 150.500
   192,     2,-118.774,  37.140,    42,-120.147,  38.156,   3.270, 165.540
   193,     2,-118.774,  37.140,    43,-119.954,  38.286,   3.250, 164.410
   194,     2,-118.774,  37.140,    45,-119.611,  38.682,   3.140, 186.340
   195,     2,-118.774,  37.140,    46,-120.605,  38.153,   3.310, 196.830
   196,     2,-118.774,  37.140,    47,-120.253,  38.333,   3.250, 185.840
   197,     2,-118.774,  37.140,    48,-120.042,  38.475,   3.230, 185.600
   198,     2,-118.774,  37.140,    49,-119.806,  38.809,   2.920, 206.300
   199,     2,-118.774,  37.140,    51,-120.709,  38.382,   3.290, 219.320
   200,     2,-118.774,  37.140,    52,-120.535,  38.502,   3.270, 216.570
   201,     2,-118.774,  37.140,    53,-120.326,  38.642,   3.260, 215.500
   202,     2,-118.774,  37.140,    55,-119.602,  39.096,   3.060, 229.030
   203,     2,-118.774,  37.140,    56,-120.991,  38.562,   3.290, 251.000
   204,     2,-118.774,  37.140,    57,-120.545,  38.834,   3.290, 244.110
   205,     2,-118.774,  37.140,    58,-120.265,  38.884,   3.240, 233.740
   206,     2,-118.774,  37.140,    60,-119.591,  39.360,   3.060, 256.640
   207,     2,-118.774,  37.140,    61,-121.196,  38.703,   3.290, 274.710
   208,     2,-118.774,  37.140,    62,-120.950,  38.848,   3.290, 269.290
   209,     2,-118.774,  37.140,    63,-120.753,  39.028,   3.290, 272.200
   210,     2,-118.774,  37.140,    64,-120.466,  39.089,   3.270, 262.360
   211,     2,-118.774,  37.140,    66,-120.041,  39.472,   2.970, 281.690
   212,     2,-118.774,  37.140,    67,-121.170,  39.037,   3.310, 297.580
   213,     2,-118.774,  37.140,    68,-120.931,  39.194,   3.290, 296.240
   214,     2,-118.774,  37.140,    69,-120.576,  39.625,   3.200, 317.650
   215,     2,-118.774,  37.140,    72,-121.347,  39.236,   3.310, 324.000
   216,     2,-118.774,  37.140,    73,-121.163,  39.384,   3.300, 325.210
   217,     2,-118.774,  37.140,    74,-120.846,  39.478,   3.040, 316.600
   218,     2,-118.774,  37.140,    75,-120.714,  39.804,   3.220, 340.830
   219,     2,-118.774,  37.140,    77,-121.091,  39.682,   3.310, 347.290
   220,     2,-118.774,  37.140,    78,-120.641,  40.011,   3.210, 357.920
   221,     2,-118.774,  37.140,    80,-121.527,  39.719,   3.300, 373.860
   222,     2,-118.774,  37.140,    95,-121.086,  40.320,   3.240, 406.310
   223,     2,-118.774,  37.140,   101,-120.608,  39.303,   3.270, 288.880
   224,     2,-118.774,  37.140,   102,-121.377,  38.839,   3.270, 296.420
   225,     2,-118.774,  37.140,   103,-120.740,  38.755,   3.260, 249.010
   226,     2,-118.774,  37.140,   105,-118.808,  38.938,   3.040, 199.700
   227,     2,-118.774,  37.140,   107,-120.936,  38.257,   3.280, 227.490
   228,     2,-118.774,  37.140,   108,-119.849,  37.882,   3.160, 125.750
   229,     2,-118.774,  37.140,   109,-118.171,  37.499,   3.050,  66.730
   230,     2,-118.774,  37.140,   110,-119.047,  38.089,   3.070, 108.100
   231,     2,-118.774,  37.140,   111,-120.330,  37.346,   3.230, 139.910
   232,     2,-118.774,  37.140,   112,-119.709,  37.007,   3.180,  84.420
   233,     2,-118.774,  37.140,   113,-119.023,  36.680,   3.140,  55.600
   234,     2,-118.774,  37.140,   114,-121.786,  39.229,   3.290, 351.340
   235,     2,-118.774,  37.140,   115,-119.835,  40.748,   3.040, 411.110
   236,     2,-118.774,  37.140,   116,-118.971,  40.780,   3.030, 404.540
   237,     2,-118.774,  37.140,   117,-118.134,  40.781,   3.020, 408.130
   238,     2,-118.774,  37.140,   118,-118.877,  40.161,   3.010, 335.620
   239,     2,-118.774,  37.140,   119,-118.155,  40.290,   3.010, 353.940
   240,     2,-118.774,  37.140,   120,-118.889,  39.540,   3.040, 266.670
   241,     2,-118.774,  37.140,   121,-118.080,  39.695,   3.040, 290.070
   242,     2,-118.774,  37.140,   122,-117.932,  38.861,   3.080, 204.890
   243,     2,-118.774,  37.140,   123,-118.106,  38.349,   3.080, 146.580
   244,     2,-118.774,  37.140,   148,-121.328,  37.505,   3.050, 229.960
   245,     2,-118.774,  37.140,   145,-120.674,  36.895,   2.990, 171.210
   246,     3,-118.599,  37.278,     5,-119.513,  36.820,   3.250,  95.860
   247,     3,-118.599,  37.278,     6,-119.360,  37.011,   3.230,  73.840
   248,     3,-118.599,  37.278,     7,-119.214,  37.123,   3.160,  57.210
   249,     3,-118.599,  37.278,    12,-118.157,  37.896,   3.090,  78.960
   250,     3,-118.599,  37.278,    15,-118.546,  37.817,   2.990,  59.980
   251,     3,-118.599,  37.278,    16,-118.353,  38.051,   3.000,  88.550
   252,     3,-118.599,  37.278,    17,-119.578,  37.246,   3.230,  86.910
   253,     3,-118.599,  37.278,    18,-119.484,  37.413,   3.210,  79.850
   254,     3,-118.599,  37.278,    19,-119.279,  37.500,   3.140,  65.050
   255,     3,-118.599,  37.278,    20,-119.083,  37.683,   3.230,  62.000
   256,     3,-118.599,  37.278,    21,-118.902,  37.783,   2.970,  62.130
   257,     3,-118.599,  37.278,    22,-118.729,  37.980,   3.060,  78.750
   258,     3,-118.599,  37.278,    23,-118.558,  38.169,   3.020,  98.990
   259,     3,-118.599,  37.278,    24,-120.058,  37.253,   3.230, 129.430
   260,     3,-118.599,  37.278,    25,-119.815,  37.343,   3.210, 107.980
   261,     3,-118.599,  37.278,    26,-119.675,  37.514,   3.300,  98.760
   262,     3,-118.599,  37.278,    27,-119.513,  37.736,   3.250,  95.400
   263,     3,-118.599,  37.278,    28,-119.332,  37.880,   3.090,  93.020
   264,     3,-118.599,  37.278,    29,-119.169,  37.974,   2.950,  92.180
   265,     3,-118.599,  37.278,    30,-118.967,  38.143,   3.030, 101.370
   266,     3,-118.599,  37.278,    31,-120.005,  37.588,   3.180, 129.050
   267,     3,-118.599,  37.278,    32,-119.807,  37.723,   3.250, 117.620
   268,     3,-118.599,  37.278,    33,-119.647,  37.865,   3.230, 113.190
   269,     3,-118.599,  37.278,    34,-119.511,  38.000,   3.150, 113.570
   270,     3,-118.599,  37.278,    35,-119.341,  38.180,   2.980, 119.580
   271,     3,-118.599,  37.278,    36,-119.148,  38.283,   2.980, 121.540
   272,     3,-118.599,  37.278,    37,-120.404,  37.642,   3.250, 164.690
   273,     3,-118.599,  37.278,    38,-120.112,  37.823,   3.270, 146.700
   274,     3,-118.599,  37.278,    39,-119.932,  37.985,   3.260, 141.420
   275,     3,-118.599,  37.278,    40,-119.697,  38.128,   3.190, 135.160
   276,     3,-118.599,  37.278,    41,-119.514,  38.362,   3.010, 144.740
   277,     3,-118.599,  37.278,    42,-120.147,  38.156,   3.260, 167.660
   278,     3,-118.599,  37.278,    43,-119.954,  38.286,   3.200, 163.620
   279,     3,-118.599,  37.278,    44,-119.807,  38.493,   3.090, 171.650
   280,     3,-118.599,  37.278,    97,-119.828,  40.165,   3.000, 337.850
   281,     3,-118.599,  37.278,    98,-121.461,  40.816,   3.150, 464.410
   282,     3,-118.599,  37.278,   100,-119.898,  39.678,   3.020, 289.600
   283,     3,-118.599,  37.278,   102,-121.377,  38.839,   3.250, 299.080
   284,     3,-118.599,  37.278,   103,-120.740,  38.755,   3.230, 249.420
   285,     3,-118.599,  37.278,   105,-118.808,  38.938,   3.040, 185.210
   286,     3,-118.599,  37.278,   106,-119.451,  38.523,   2.960, 157.150
   287,     3,-118.599,  37.278,   107,-120.936,  38.257,   3.260, 232.840
   288,     3,-118.599,  37.278,   108,-119.849,  37.882,   3.190, 129.120
   289,     3,-118.599,  37.278,   111,-120.330,  37.346,   3.230, 153.580
   290,     3,-118.599,  37.278,   112,-119.709,  37.007,   3.150, 103.080
   291,     3,-118.599,  37.278,   113,-119.023,  36.680,   3.180,  76.330
   292,     3,-118.599,  37.278,   116,-118.971,  40.780,   3.040, 390.140
   293,     3,-118.599,  37.278,   117,-118.134,  40.781,   3.020, 391.050
   294,     3,-118.599,  37.278,   118,-118.877,  40.161,   3.010, 321.040
   295,     3,-118.599,  37.278,   119,-118.155,  40.290,   3.010, 336.670
   296,     3,-118.599,  37.278,   121,-118.080,  39.695,   3.010, 272.090
   297,     3,-118.599,  37.278,   122,-117.932,  38.861,   3.040, 185.190
   298,     3,-118.599,  37.278,   123,-118.106,  38.349,   3.040, 126.550
   299,     3,-118.599,  37.278,   148,-121.328,  37.505,   3.050, 242.940
   300,     3,-118.599,  37.278,   145,-120.674,  36.895,   3.020, 189.270
   301,     3,-118.599,  37.278,   146,-120.121,  36.336,   2.870, 171.370
   302,     4,-118.255,  37.350,     5,-119.513,  36.820,   3.200, 126.360
   303,     4,-118.255,  37.350,     6,-119.360,  37.011,   3.130, 105.110
   304,     4,-118.255,  37.350,     7,-119.214,  37.123,   3.080,  88.730
   305,     4,-118.255,  37.350,     8,-118.972,  37.280,   3.010,  64.050
   306,     4,-118.255,  37.350,    12,-118.157,  37.896,   3.020,  61.240
   307,     4,-118.255,  37.350,    13,-119.063,  37.391,   3.080,  71.660
   308,     4,-118.255,  37.350,    15,-118.546,  37.817,   3.130,  57.790
   309,     4,-118.255,  37.350,    16,-118.353,  38.051,   3.040,  78.310
   310,     4,-118.255,  37.350,    17,-119.578,  37.246,   3.150, 117.870
   311,     4,-118.255,  37.350,    18,-119.484,  37.413,   3.100, 109.090
   312,     4,-118.255,  37.350,    20,-119.083,  37.683,   2.870,  81.930
   313,     4,-118.255,  37.350,    24,-120.058,  37.253,   3.140, 160.210
   314,     4,-118.255,  37.350,    25,-119.815,  37.343,   3.120, 138.180
   315,     4,-118.255,  37.350,    26,-119.675,  37.514,   3.170, 126.940
   316,     4,-118.255,  37.350,    27,-119.513,  37.736,   3.070, 119.070
   317,     4,-118.255,  37.350,    28,-119.332,  37.880,   2.950, 111.800
   318,     4,-118.255,  37.350,    29,-119.169,  37.974,   2.940, 106.290
   319,     4,-118.255,  37.350,    31,-120.005,  37.588,   3.150, 156.990
   320,     4,-118.255,  37.350,    32,-119.807,  37.723,   3.140, 143.220
   321,     4,-118.255,  37.350,    33,-119.647,  37.865,   3.060, 135.530
   322,     4,-118.255,  37.350,    34,-119.511,  38.000,   2.990, 132.190
   323,     4,-118.255,  37.350,    37,-120.404,  37.642,   3.190, 192.740
   324,     4,-118.255,  37.350,    38,-120.112,  37.823,   3.180, 172.170
   325,     4,-118.255,  37.350,    39,-119.932,  37.985,   3.090, 163.870
   326,     4,-118.255,  37.350,    40,-119.697,  38.128,   3.040, 153.620
   327,     4,-118.255,  37.350,    42,-120.147,  38.156,   3.120, 189.170
   328,     4,-118.255,  37.350,    43,-119.954,  38.286,   3.060, 182.150
   329,     4,-118.255,  37.350,    44,-119.807,  38.493,   3.050, 186.280
   330,     4,-118.255,  37.350,    47,-120.253,  38.333,   3.090, 206.920
   331,     4,-118.255,  37.350,    97,-119.828,  40.165,   3.040, 341.090
   332,     4,-118.255,  37.350,    98,-121.461,  40.816,   3.060, 474.350
   333,     4,-118.255,  37.350,    99,-120.728,  40.618,   3.030, 421.370
   334,     4,-118.255,  37.350,   101,-120.608,  39.303,   3.090, 298.830
   335,     4,-118.255,  37.350,   102,-121.377,  38.839,   3.150, 319.840
   336,     4,-118.255,  37.350,   103,-120.740,  38.755,   3.120, 268.080
   337,     4,-118.255,  37.350,   104,-120.076,  38.703,   3.060, 219.290
   338,     4,-118.255,  37.350,   107,-120.936,  38.257,   3.170, 256.680
   339,     4,-118.255,  37.350,   108,-119.849,  37.882,   3.080, 152.560
   340,     4,-118.255,  37.350,   110,-119.047,  38.089,   3.080, 107.690
   341,     4,-118.255,  37.350,   111,-120.330,  37.346,   3.170, 183.800
   342,     4,-118.255,  37.350,   112,-119.709,  37.007,   3.100, 134.590
   343,     4,-118.255,  37.350,   113,-119.023,  36.680,   3.080, 100.980
   344,     4,-118.255,  37.350,   114,-121.786,  39.229,   3.190, 372.720
   345,     4,-118.255,  37.350,   117,-118.134,  40.781,   3.020, 381.110
   346,     4,-118.255,  37.350,   118,-118.877,  40.161,   3.020, 316.770
   347,     4,-118.255,  37.350,   119,-118.155,  40.290,   3.020, 326.560
   348,     4,-118.255,  37.350,   121,-118.080,  39.695,   3.020, 260.730
   349,     4,-118.255,  37.350,   122,-117.932,  38.861,   3.030, 170.060
   350,     4,-118.255,  37.350,   123,-118.106,  38.349,   3.000, 111.640
   351,     4,-118.255,  37.350,   148,-121.328,  37.505,   3.060, 272.500
   352,     4,-118.255,  37.350,   145,-120.674,  36.895,   2.990, 220.780
   353,     5,-119.513,  36.820,     8,-118.972,  37.280,   3.350,  70.130
   354,     5,-119.513,  36.820,     9,-118.704,  37.359,   3.230,  93.540
   355,     5,-119.513,  36.820,    10,-118.487,  37.572,   3.210, 123.500
